ID,Credit_Limit,Gender,Education,Marital_Status,AGE_in_Years,Customer Category
8049,70000,1,2,2,41,High Risk
5747,120000,1,3,1,38,High Risk
10425,140000,2,2,2,32,High Risk
1391,60000,1,2,1,37,High Risk
29841,320000,1,1,1,48,High Risk
9662,30000,2,2,1,36,High Risk
16567,20000,1,2,2,29,High Risk
9063,70000,2,1,2,34,High Risk
1629,140000,2,3,1,31,High Risk
21652,10000,2,2,2,26,High Risk
24382,160000,1,1,2,33,High Risk
9032,50000,1,3,1,36,High Risk
14221,70000,2,2,2,42,High Risk
3938,60000,2,1,2,30,High Risk
16915,20000,1,2,2,50,High Risk
11720,70000,2,1,2,29,High Risk
17352,20000,2,2,1,43,High Risk
2731,50000,1,3,2,30,High Risk
15031,150000,1,1,1,46,High Risk
23896,130000,1,2,2,29,High Risk
8798,70000,1,2,1,37,High Risk
10759,70000,2,2,1,51,High Risk
15537,50000,1,2,1,39,High Risk
21450,70000,2,1,2,27,High Risk
15034,180000,1,2,1,36,High Risk
19146,100000,2,1,1,40,High Risk
16626,50000,1,1,2,32,High Risk
8408,50000,2,1,2,28,High Risk
5643,80000,2,2,2,41,High Risk
22901,30000,2,2,1,35,High Risk
2448,50000,2,2,2,41,High Risk
18610,80000,2,1,2,25,High Risk
3501,30000,2,3,1,56,High Risk
25634,70000,2,1,2,34,High Risk
16730,50000,1,3,2,34,High Risk
7803,50000,2,2,2,31,High Risk
9518,50000,1,2,2,24,High Risk
17941,70000,1,2,2,44,High Risk
29139,70000,2,2,1,51,High Risk
1289,20000,2,3,1,48,High Risk
16749,150000,1,2,2,36,High Risk
3458,280000,1,2,1,46,High Risk
9306,140000,1,2,1,45,High Risk
27550,30000,1,3,1,53,High Risk
6456,80000,2,1,2,28,High Risk
20993,460000,1,1,2,44,High Risk
26503,120000,2,3,1,58,High Risk
19578,80000,2,2,1,45,High Risk
22125,80000,2,2,2,26,High Risk
25549,30000,2,2,2,49,High Risk
5838,10000,1,2,2,26,High Risk
13407,10000,1,2,2,23,High Risk
14245,10000,1,2,1,50,High Risk
16470,30000,2,3,1,53,High Risk
26737,80000,1,2,2,27,High Risk
14315,80000,1,2,1,60,High Risk
14468,60000,1,2,1,37,High Risk
10197,50000,2,2,1,41,High Risk
25176,50000,2,2,1,22,High Risk
2106,20000,1,1,2,23,High Risk
15229,130000,2,2,1,29,High Risk
16478,80000,2,2,1,54,High Risk
514,50000,1,2,2,23,High Risk
7003,80000,2,3,1,39,High Risk
20524,60000,1,2,2,29,High Risk
9765,50000,1,1,1,50,High Risk
2472,20000,1,1,2,29,High Risk
9822,20000,2,2,1,23,High Risk
16992,50000,2,2,2,22,High Risk
15988,50000,2,2,2,31,High Risk
21274,70000,1,3,1,50,High Risk
8857,80000,2,3,1,52,High Risk
20441,50000,1,2,2,26,High Risk
1247,170000,1,1,1,39,High Risk
2865,50000,2,2,1,46,High Risk
7960,50000,2,2,1,58,High Risk
3999,20000,2,1,2,23,High Risk
18962,100000,2,1,2,29,High Risk
14377,30000,1,3,1,47,High Risk
7469,20000,1,1,2,39,High Risk
28324,180000,2,2,1,29,High Risk
27123,150000,1,1,2,31,High Risk
18626,50000,2,3,2,26,High Risk
10937,180000,2,2,1,29,High Risk
22567,120000,1,2,2,30,High Risk
1083,60000,2,1,2,30,High Risk
28058,50000,2,3,1,34,High Risk
11590,30000,1,2,2,26,High Risk
16178,50000,2,2,2,29,High Risk
26139,100000,2,1,2,29,High Risk
4775,80000,2,2,1,42,High Risk
17236,40000,2,3,1,39,High Risk
24782,120000,1,1,1,44,High Risk
26441,130000,2,2,1,50,High Risk
11830,30000,2,3,2,24,High Risk
6272,10000,2,1,2,23,High Risk
5813,190000,1,1,2,36,High Risk
4475,120000,1,3,1,32,High Risk
9103,140000,1,3,1,45,High Risk
4618,20000,1,2,2,24,High Risk
23688,50000,2,2,1,50,High Risk
26866,140000,1,2,1,48,High Risk
17513,40000,2,2,1,33,High Risk
4570,30000,2,2,1,43,High Risk
19771,30000,2,3,1,37,High Risk
27229,30000,1,2,1,40,High Risk
11717,100000,1,2,2,34,High Risk
23716,280000,2,1,1,47,High Risk
10702,50000,2,2,1,31,High Risk
16543,10000,1,2,1,27,High Risk
26615,20000,1,2,2,23,High Risk
16839,30000,1,2,2,43,High Risk
615,190000,2,2,1,37,High Risk
1880,30000,2,2,2,47,High Risk
11664,50000,2,3,1,27,High Risk
3024,100000,2,3,1,36,High Risk
4631,100000,1,2,1,35,High Risk
5886,20000,2,2,1,29,High Risk
12811,50000,2,1,2,25,High Risk
1667,90000,2,2,1,36,High Risk
10913,10000,2,2,1,40,High Risk
17485,120000,2,3,1,39,High Risk
16340,30000,2,2,1,43,High Risk
9223,50000,2,1,2,36,High Risk
17414,30000,2,2,2,47,High Risk
17034,10000,2,1,2,23,High Risk
17240,10000,2,2,1,41,High Risk
17757,10000,2,3,1,51,High Risk
309,30000,1,3,1,55,High Risk
19352,120000,2,2,1,40,High Risk
1982,80000,2,3,2,40,High Risk
13479,30000,1,2,3,43,High Risk
16142,120000,2,3,1,39,High Risk
26063,90000,2,1,1,29,High Risk
19698,120000,2,2,1,38,High Risk
5057,120000,2,2,1,34,High Risk
113,280000,1,2,1,41,High Risk
9143,80000,2,2,1,34,High Risk
2046,110000,1,2,2,26,High Risk
20933,130000,1,3,2,39,High Risk
14933,20000,1,2,1,26,High Risk
4379,180000,2,2,1,34,High Risk
7069,150000,1,2,1,37,High Risk
2087,110000,1,2,1,36,High Risk
27217,130000,1,1,2,49,High Risk
9950,30000,2,2,2,25,High Risk
24441,80000,1,1,1,42,High Risk
14723,80000,2,3,1,30,High Risk
7369,30000,2,2,2,27,High Risk
29571,140000,1,2,1,41,High Risk
18199,20000,1,2,2,40,High Risk
23506,120000,2,2,2,33,High Risk
8574,20000,2,1,2,25,High Risk
16452,30000,2,2,1,56,High Risk
26379,180000,2,2,1,34,High Risk
1397,180000,2,2,2,24,High Risk
24507,30000,1,2,2,32,High Risk
3991,240000,1,1,1,47,High Risk
4584,110000,1,2,1,54,High Risk
18656,90000,2,2,2,26,High Risk
6938,200000,1,2,2,27,High Risk
4932,30000,2,2,1,29,High Risk
3860,20000,2,1,1,32,High Risk
16555,10000,1,1,2,30,High Risk
17615,80000,2,3,1,30,High Risk
24559,20000,1,3,2,46,High Risk
25161,80000,2,1,2,29,High Risk
20653,30000,1,2,1,27,High Risk
24618,190000,1,1,2,36,High Risk
25740,90000,2,2,1,45,High Risk
27486,300000,1,1,1,58,High Risk
18193,70000,1,2,2,39,High Risk
10116,10000,1,2,2,24,High Risk
176,130000,1,3,1,56,High Risk
16964,110000,1,2,1,54,High Risk
29802,260000,1,1,2,33,High Risk
10498,30000,2,3,2,43,High Risk
815,120000,1,3,1,33,High Risk
27255,80000,1,1,1,46,High Risk
15766,30000,2,3,2,22,High Risk
20987,30000,1,2,1,45,High Risk
63,50000,1,1,2,29,High Risk
1707,230000,1,1,2,35,High Risk
7663,140000,2,2,1,58,High Risk
858,100000,2,3,1,43,High Risk
28171,50000,2,2,2,45,High Risk
7536,110000,1,2,2,47,High Risk
17951,200000,1,2,1,43,High Risk
11672,110000,1,1,1,56,High Risk
457,130000,1,3,2,39,High Risk
14653,30000,1,2,2,25,High Risk
26713,30000,1,3,2,26,High Risk
5739,20000,1,3,2,23,High Risk
16680,140000,1,2,2,32,High Risk
23853,140000,2,2,1,58,High Risk
16593,70000,1,1,2,29,High Risk
29577,120000,1,2,2,45,High Risk
11559,30000,1,1,2,35,High Risk
2738,240000,2,2,1,47,High Risk
17863,10000,1,2,1,26,High Risk
16823,20000,1,2,1,38,High Risk
2168,400000,1,2,1,49,High Risk
7680,50000,2,3,2,41,High Risk
23385,50000,2,2,1,44,High Risk
19261,250000,2,1,2,29,High Risk
7556,300000,1,1,1,58,High Risk
14063,30000,1,2,2,26,High Risk
17559,30000,2,2,1,45,High Risk
17486,50000,2,3,2,41,High Risk
26943,10000,1,2,2,28,High Risk
1526,20000,1,2,2,35,High Risk
18376,60000,2,1,2,23,High Risk
3767,100000,2,2,1,40,High Risk
15571,130000,1,1,1,40,High Risk
3528,20000,2,2,1,50,High Risk
7830,140000,1,2,1,29,High Risk
18228,100000,1,3,1,56,High Risk
4609,160000,1,2,2,30,High Risk
17864,30000,1,2,2,26,High Risk
6898,120000,1,2,2,32,High Risk
8468,140000,1,1,1,45,High Risk
2103,10000,2,3,1,53,High Risk
29504,60000,1,1,2,36,High Risk
27500,20000,1,2,1,59,High Risk
23711,100000,2,2,1,55,High Risk
3288,30000,2,1,1,30,High Risk
7988,60000,2,2,2,24,High Risk
19036,50000,2,2,1,41,High Risk
4986,150000,2,1,2,26,High Risk
9287,100000,2,1,1,42,High Risk
12163,120000,1,2,1,31,High Risk
6727,160000,1,2,2,34,High Risk
2659,180000,2,1,1,46,High Risk
23066,150000,2,2,1,41,High Risk
12803,260000,2,2,1,53,High Risk
411,60000,2,1,2,23,High Risk
13624,10000,2,2,2,23,High Risk
10391,200000,2,2,2,49,High Risk
24258,30000,1,1,1,31,High Risk
4660,100000,2,2,1,50,High Risk
29478,50000,1,2,2,37,High Risk
5682,30000,2,2,1,23,High Risk
5722,30000,2,3,2,27,High Risk
27580,240000,1,1,1,55,High Risk
25197,30000,2,2,2,23,High Risk
23864,50000,1,2,2,30,High Risk
13675,30000,1,2,2,35,High Risk
9273,100000,2,2,1,40,High Risk
23646,240000,2,1,1,38,High Risk
24874,70000,1,2,1,36,High Risk
24769,40000,1,1,2,35,High Risk
2257,30000,2,2,2,25,High Risk
23692,20000,2,2,1,54,High Risk
676,90000,1,3,2,42,High Risk
5172,70000,1,3,1,46,High Risk
19727,300000,2,3,2,30,High Risk
22831,50000,2,2,1,37,High Risk
24230,200000,1,2,2,32,High Risk
27049,130000,1,3,1,43,High Risk
17394,100000,2,3,1,46,High Risk
4213,70000,1,2,1,31,High Risk
16310,100000,2,2,1,34,High Risk
17811,50000,1,2,2,24,High Risk
13480,390000,1,1,1,41,High Risk
2135,160000,1,2,1,66,High Risk
23939,70000,1,2,2,27,High Risk
26507,100000,2,1,1,52,High Risk
11749,100000,2,1,1,34,High Risk
5136,180000,2,1,2,32,High Risk
9034,160000,2,2,2,24,High Risk
7155,70000,2,3,1,27,High Risk
5756,30000,2,3,1,29,High Risk
3008,10000,2,2,1,24,High Risk
4861,210000,1,2,1,41,High Risk
606,50000,1,1,2,34,High Risk
16377,30000,2,2,1,48,High Risk
17005,50000,2,2,2,22,High Risk
6990,120000,2,2,2,26,High Risk
19078,90000,2,3,1,40,High Risk
18159,210000,1,2,1,41,High Risk
10534,10000,2,3,1,52,High Risk
15112,50000,1,2,1,50,High Risk
15938,50000,2,2,2,26,High Risk
13301,100000,2,2,1,41,High Risk
22898,100000,2,2,2,31,High Risk
19265,70000,2,3,1,47,High Risk
28532,200000,2,1,1,40,High Risk
10121,150000,2,3,1,48,High Risk
10125,20000,1,2,1,38,High Risk
18438,30000,2,3,2,26,High Risk
9290,220000,1,2,2,30,High Risk
2102,140000,2,1,2,35,High Risk
12501,70000,2,2,1,38,High Risk
23469,50000,2,2,1,39,High Risk
6687,220000,1,1,2,29,High Risk
21419,60000,2,2,1,27,High Risk
3457,50000,1,1,2,29,High Risk
26849,70000,1,3,1,46,High Risk
6601,20000,1,2,2,24,High Risk
11357,30000,2,3,1,43,High Risk
25154,50000,2,2,1,27,High Risk
11702,130000,2,3,2,24,High Risk
10964,60000,2,1,2,28,High Risk
19318,50000,2,3,1,44,High Risk
4747,110000,1,2,1,27,High Risk
6784,70000,2,1,2,26,High Risk
18063,50000,1,3,2,31,High Risk
26580,50000,2,2,1,51,High Risk
6528,80000,2,2,1,49,High Risk
7271,100000,2,1,2,38,High Risk
24257,280000,1,2,2,30,High Risk
9584,20000,1,1,2,23,High Risk
18110,120000,1,3,1,43,High Risk
29623,110000,1,2,1,39,High Risk
708,30000,2,3,1,46,High Risk
15470,120000,1,2,2,40,High Risk
9397,30000,2,1,2,23,High Risk
6123,150000,2,1,1,39,High Risk
24401,140000,1,2,1,38,High Risk
19588,40000,2,2,1,30,High Risk
25798,100000,2,1,2,38,High Risk
14085,200000,2,2,2,36,High Risk
5236,20000,2,2,2,21,High Risk
12094,70000,2,3,1,43,High Risk
17747,30000,2,2,1,58,High Risk
28533,50000,2,3,1,44,High Risk
17149,50000,2,1,2,27,High Risk
21182,50000,1,2,2,36,High Risk
21914,30000,2,2,2,23,High Risk
16859,160000,1,1,1,47,High Risk
20992,210000,1,3,1,38,High Risk
5178,190000,1,1,1,50,High Risk
27731,30000,2,2,2,25,High Risk
15673,30000,1,2,2,31,High Risk
1429,210000,2,1,1,37,High Risk
26827,20000,1,1,2,27,High Risk
28365,80000,2,2,1,35,High Risk
16416,50000,2,1,2,36,High Risk
16595,10000,1,2,2,28,High Risk
15775,140000,2,2,2,24,High Risk
22061,70000,2,3,2,28,High Risk
17256,60000,2,3,1,47,High Risk
17156,30000,2,3,1,26,High Risk
11436,20000,2,2,2,23,High Risk
26641,20000,1,1,2,23,High Risk
28604,110000,2,3,0,44,High Risk
15930,60000,2,2,1,32,High Risk
25879,200000,2,2,2,34,High Risk
21841,50000,2,2,2,24,High Risk
16099,70000,2,2,1,46,High Risk
17872,70000,1,2,2,28,High Risk
17967,20000,1,2,1,31,High Risk
6724,200000,1,1,1,46,High Risk
14707,100000,1,2,2,34,High Risk
27215,60000,1,2,1,35,High Risk
8742,80000,2,2,1,26,High Risk
27801,100000,2,2,2,26,High Risk
2459,80000,2,2,2,25,High Risk
8954,150000,1,3,2,29,High Risk
23339,200000,2,2,2,36,High Risk
12052,50000,2,2,1,26,High Risk
27140,200000,1,1,1,46,High Risk
1436,100000,1,1,2,31,High Risk
28373,100000,2,1,1,41,High Risk
7818,50000,1,2,2,27,High Risk
2109,160000,2,2,1,49,High Risk
2855,50000,2,2,2,25,High Risk
9099,130000,2,1,1,37,High Risk
12835,40000,1,2,2,26,High Risk
27454,50000,1,2,1,49,High Risk
15498,150000,1,2,1,34,High Risk
18006,90000,1,2,1,39,High Risk
23024,70000,2,2,1,39,High Risk
16690,260000,1,2,1,46,High Risk
22311,100000,2,1,2,30,High Risk
25033,70000,1,3,1,55,High Risk
1207,70000,2,3,1,49,High Risk
9452,50000,1,2,1,43,High Risk
17750,10000,2,3,1,52,High Risk
27665,80000,2,3,1,23,High Risk
21537,30000,2,2,2,22,High Risk
13811,40000,1,1,1,47,High Risk
7877,80000,2,2,2,24,High Risk
12101,120000,1,2,1,41,High Risk
23899,50000,1,2,1,26,High Risk
25887,40000,2,2,2,37,High Risk
4839,50000,2,2,2,22,High Risk
18629,190000,2,2,2,26,High Risk
14894,70000,2,2,1,32,High Risk
11060,320000,1,2,2,32,High Risk
5986,100000,1,3,1,44,High Risk
23778,70000,2,3,1,49,High Risk
17130,80000,2,2,2,24,High Risk
5572,100000,2,2,1,30,High Risk
9697,50000,1,2,1,34,High Risk
29825,40000,1,1,1,47,High Risk
13418,50000,1,2,1,32,High Risk
13501,140000,1,2,2,36,High Risk
27011,160000,1,2,1,39,High Risk
837,80000,2,2,2,23,High Risk
25224,40000,2,1,2,23,High Risk
1836,50000,2,2,2,37,High Risk
17588,70000,2,2,2,38,High Risk
13933,50000,2,2,1,27,High Risk
2017,20000,2,2,2,22,High Risk
15296,30000,2,2,3,41,High Risk
1486,20000,2,2,3,44,High Risk
6041,20000,2,2,2,23,High Risk
1153,180000,2,2,2,42,High Risk
5148,50000,2,2,2,25,High Risk
1522,60000,1,2,2,40,High Risk
17359,120000,2,2,1,42,High Risk
21247,100000,1,2,2,37,High Risk
13745,100000,2,1,1,58,High Risk
6147,100000,1,1,2,38,High Risk
7138,180000,1,1,1,38,High Risk
16001,20000,2,2,3,44,High Risk
20722,20000,1,2,2,37,High Risk
24168,20000,1,2,2,22,High Risk
28055,20000,2,2,1,32,High Risk
29580,20000,1,2,2,36,High Risk
29771,20000,1,1,2,31,High Risk
502,90000,2,2,1,35,High Risk
6301,30000,2,2,2,24,High Risk
18279,170000,1,2,1,59,High Risk
20447,90000,1,3,2,25,High Risk
8090,20000,1,1,2,24,High Risk
21636,80000,2,2,2,23,High Risk
5243,20000,2,2,2,50,High Risk
26013,50000,2,1,2,27,High Risk
2458,30000,2,2,1,44,High Risk
16933,20000,1,3,1,53,High Risk
19534,40000,2,2,2,43,High Risk
26915,150000,1,2,1,36,High Risk
11267,70000,2,2,1,34,High Risk
11735,180000,2,1,2,28,High Risk
4094,100000,1,2,2,31,High Risk
26606,20000,1,2,2,23,High Risk
16104,10000,2,2,1,37,High Risk
3337,80000,1,1,2,31,High Risk
16890,150000,1,1,2,37,High Risk
16375,80000,2,1,1,42,High Risk
15186,30000,2,1,2,25,High Risk
19168,200000,2,3,2,33,High Risk
14563,240000,2,2,1,39,High Risk
13232,20000,1,2,2,23,High Risk
28320,50000,2,2,2,27,High Risk
25531,130000,2,2,1,34,High Risk
17526,110000,2,2,1,41,High Risk
9795,30000,2,2,2,24,High Risk
7505,120000,1,2,1,60,High Risk
9111,380000,1,1,1,46,High Risk
3910,220000,1,2,2,30,High Risk
8655,30000,1,1,1,47,High Risk
13576,40000,2,2,2,26,High Risk
25468,110000,2,1,1,33,High Risk
23409,50000,2,2,2,48,High Risk
12733,70000,2,3,0,34,High Risk
5727,120000,2,2,3,37,High Risk
8083,50000,1,3,1,65,High Risk
16650,50000,1,3,1,46,High Risk
11578,100000,2,2,1,33,High Risk
14862,30000,2,2,2,24,High Risk
27277,200000,1,1,1,30,High Risk
5980,70000,2,1,2,24,High Risk
12036,30000,1,3,2,44,High Risk
863,30000,2,3,2,52,High Risk
3964,90000,2,2,2,23,High Risk
1776,80000,2,2,1,37,High Risk
14974,30000,1,3,1,55,High Risk
28062,140000,2,1,1,40,High Risk
9833,100000,1,3,1,67,High Risk
18278,180000,1,3,1,58,High Risk
19131,90000,2,1,2,30,High Risk
17713,90000,2,2,2,44,High Risk
15496,30000,1,3,2,30,High Risk
22439,30000,2,3,2,38,High Risk
25025,190000,1,1,1,50,High Risk
20141,50000,2,2,1,35,Medium Risk
28302,60000,2,3,1,34,Medium Risk
674,30000,1,2,2,25,Medium Risk
2115,70000,2,2,1,44,Medium Risk
8227,10000,1,3,2,36,Medium Risk
8815,80000,2,2,1,51,Medium Risk
8524,40000,1,2,2,26,Medium Risk
24166,80000,1,2,1,29,Medium Risk
72,320000,1,2,2,29,Medium Risk
14486,90000,2,1,2,27,Medium Risk
15948,30000,2,2,1,30,Medium Risk
17875,30000,1,3,1,30,Medium Risk
28221,30000,2,2,1,33,Medium Risk
3902,50000,2,2,2,27,Medium Risk
15139,30000,1,3,1,55,Medium Risk
16789,30000,1,2,2,37,Medium Risk
11009,70000,1,1,1,40,Medium Risk
13189,300000,1,2,1,36,Medium Risk
5820,20000,2,2,2,24,Medium Risk
18827,80000,2,3,2,24,Medium Risk
8878,30000,1,3,1,41,Medium Risk
12417,60000,1,2,2,27,Medium Risk
27112,70000,1,3,1,46,Medium Risk
24570,200000,1,1,2,33,Medium Risk
11908,130000,2,3,1,43,Medium Risk
25570,130000,2,3,1,43,Medium Risk
14582,130000,2,1,2,47,Medium Risk
1765,130000,2,1,2,26,Medium Risk
13740,40000,1,3,2,43,Medium Risk
13967,40000,2,3,1,55,Medium Risk
27567,100000,1,2,1,52,Medium Risk
21393,150000,1,1,1,54,Medium Risk
22095,230000,2,2,1,28,Medium Risk
15586,500000,1,1,1,50,Medium Risk
29152,30000,2,3,1,60,Medium Risk
16582,20000,1,3,0,29,Medium Risk
24472,130000,1,2,1,44,Medium Risk
27158,90000,1,1,2,29,Medium Risk
8549,10000,1,2,2,28,Medium Risk
4768,500000,1,1,1,50,Medium Risk
26739,50000,1,2,2,23,Medium Risk
13786,240000,2,2,1,35,Medium Risk
14259,50000,1,1,2,27,Medium Risk
4791,150000,2,2,2,24,Medium Risk
1752,10000,1,2,2,38,Medium Risk
4007,10000,1,3,2,46,Medium Risk
6085,10000,1,1,2,23,Medium Risk
17809,10000,1,2,2,24,Medium Risk
17927,10000,1,2,1,40,Medium Risk
18136,10000,1,3,2,46,Medium Risk
29419,10000,1,2,1,30,Medium Risk
10908,150000,1,1,2,30,Medium Risk
5339,20000,1,3,2,25,Medium Risk
10390,20000,2,2,1,25,Medium Risk
11511,20000,1,2,2,63,Medium Risk
12431,20000,1,2,2,24,Medium Risk
12433,20000,1,2,2,24,Medium Risk
14295,20000,1,2,2,24,Medium Risk
4599,10000,2,2,1,46,Medium Risk
26747,220000,1,1,2,29,Medium Risk
29467,50000,1,1,2,29,Medium Risk
12281,100000,1,2,1,36,Medium Risk
16513,100000,1,2,1,24,Medium Risk
10143,400000,1,1,2,39,Medium Risk
8884,100000,1,2,1,24,Medium Risk
21583,20000,2,3,2,22,Medium Risk
29250,20000,1,3,2,25,Medium Risk
18039,400000,1,1,2,39,Medium Risk
29110,140000,2,1,2,54,Medium Risk
2406,50000,2,3,2,43,Medium Risk
7881,50000,2,2,2,24,Medium Risk
10802,50000,1,3,2,36,Medium Risk
12825,50000,1,2,1,36,Medium Risk
14892,50000,2,2,1,29,Medium Risk
8115,120000,2,2,2,26,Medium Risk
10716,30000,2,3,1,31,Medium Risk
3561,80000,1,3,1,57,Medium Risk
20221,100000,2,1,2,52,Medium Risk
10548,80000,2,1,1,25,Medium Risk
5032,170000,1,2,1,49,Medium Risk
22377,60000,2,2,2,27,Medium Risk
22203,320000,2,1,2,27,Medium Risk
13101,60000,2,2,1,35,Medium Risk
21748,130000,2,1,1,23,Medium Risk
28748,50000,2,2,1,28,Medium Risk
29524,50000,1,2,1,36,Medium Risk
16141,120000,2,2,1,35,Medium Risk
21961,50000,2,3,2,28,Medium Risk
19866,100000,2,2,1,33,Medium Risk
21343,150000,1,2,1,57,Medium Risk
15288,20000,2,3,2,28,Medium Risk
8157,110000,2,2,2,29,Medium Risk
12150,300000,1,1,1,42,Medium Risk
11845,30000,2,1,2,24,Medium Risk
4264,30000,2,3,3,52,Medium Risk
18242,190000,1,2,1,50,Medium Risk
7592,170000,2,2,1,36,Medium Risk
291,280000,1,1,2,33,Medium Risk
11626,140000,1,2,2,28,Medium Risk
22460,170000,2,2,1,36,Medium Risk
17703,60000,2,2,1,35,Medium Risk
22430,150000,2,1,2,35,Medium Risk
29088,140000,2,3,1,56,Medium Risk
24042,20000,1,3,2,27,Medium Risk
10339,200000,1,1,2,32,Medium Risk
24794,240000,1,1,2,46,Medium Risk
1147,70000,2,1,2,31,Medium Risk
17715,10000,2,3,2,50,Medium Risk
16559,30000,1,2,2,27,Medium Risk
29727,60000,1,2,1,36,Medium Risk
25159,30000,2,2,2,22,Medium Risk
21709,230000,2,2,2,23,Medium Risk
26637,30000,1,1,2,24,Medium Risk
293,30000,1,2,1,43,Medium Risk
6648,160000,1,2,1,45,Medium Risk
20562,180000,1,2,2,28,Medium Risk
3879,20000,1,2,1,26,Medium Risk
11706,20000,1,2,2,25,Medium Risk
11988,20000,1,3,1,36,Medium Risk
12192,10000,2,3,1,55,Medium Risk
18095,20000,1,1,2,42,Medium Risk
24026,20000,1,2,1,26,Medium Risk
24398,20000,1,3,1,36,Medium Risk
15903,200000,2,1,2,30,Medium Risk
12022,80000,1,3,1,52,Medium Risk
3870,90000,2,1,2,26,Medium Risk
23356,30000,2,2,2,28,Medium Risk
16754,80000,1,1,1,36,Medium Risk
19802,10000,2,3,1,41,Medium Risk
15462,20000,1,3,2,41,Medium Risk
7840,30000,2,2,2,27,Medium Risk
11644,80000,2,1,1,34,Medium Risk
22806,30000,2,2,3,45,Medium Risk
907,50000,1,1,2,30,Medium Risk
7278,150000,2,1,1,44,Medium Risk
11041,400000,2,1,2,32,Medium Risk
2080,230000,1,1,1,43,Medium Risk
3664,30000,2,2,2,24,Medium Risk
14429,30000,1,2,2,25,Medium Risk
16490,30000,1,2,2,22,Medium Risk
28642,150000,2,2,1,33,Medium Risk
21344,20000,1,2,1,53,Medium Risk
26277,60000,2,2,1,36,Medium Risk
20884,100000,1,2,2,41,Medium Risk
18782,200000,2,1,1,30,Medium Risk
9672,170000,1,1,2,48,Medium Risk
19116,30000,2,3,1,36,Medium Risk
8431,180000,1,1,2,31,Medium Risk
12773,70000,2,2,2,36,Medium Risk
29287,200000,1,2,2,26,Medium Risk
7502,60000,2,1,2,32,Medium Risk
14615,10000,1,3,2,29,Medium Risk
4867,130000,2,2,2,29,Medium Risk
11207,200000,1,2,1,28,Medium Risk
19279,50000,2,2,2,39,Medium Risk
20904,20000,1,3,2,48,Medium Risk
20903,200000,1,2,1,28,Medium Risk
1461,50000,2,2,1,37,Medium Risk
6510,50000,1,2,2,25,Medium Risk
14226,50000,1,3,2,29,Medium Risk
24571,50000,1,1,2,31,Medium Risk
22954,90000,2,3,1,44,Medium Risk
16040,200000,2,2,1,31,Medium Risk
3087,30000,2,2,2,24,Medium Risk
23624,80000,2,2,2,32,Medium Risk
3665,110000,2,3,2,29,Medium Risk
5486,30000,1,3,2,28,Medium Risk
15191,30000,2,2,2,24,Medium Risk
28767,80000,2,3,0,40,Medium Risk
26150,250000,2,1,2,39,Medium Risk
3034,50000,2,2,2,54,Medium Risk
11218,30000,2,2,1,31,Medium Risk
10537,30000,2,2,2,25,Medium Risk
14330,20000,1,2,2,25,Medium Risk
9048,20000,1,1,2,25,Medium Risk
944,80000,2,2,2,24,Medium Risk
8125,200000,1,2,2,29,Medium Risk
26147,20000,2,3,2,47,Medium Risk
22327,80000,2,2,2,24,Medium Risk
25434,100000,2,3,2,28,Medium Risk
24156,200000,1,2,2,29,Medium Risk
7068,90000,2,1,2,30,Medium Risk
11128,80000,2,3,1,45,Medium Risk
1250,350000,2,1,1,52,Medium Risk
5353,100000,2,2,1,48,Medium Risk
19983,300000,2,1,1,47,Medium Risk
20988,170000,1,1,2,29,Medium Risk
7756,60000,2,2,2,29,Medium Risk
23386,300000,2,1,2,40,Medium Risk
21668,20000,2,2,2,24,Medium Risk
25374,80000,2,2,1,27,Medium Risk
11740,300000,2,1,1,47,Medium Risk
25249,120000,2,2,2,23,Medium Risk
27161,20000,1,3,1,40,Medium Risk
29367,20000,1,2,2,26,Medium Risk
20255,350000,2,1,1,52,Medium Risk
9594,20000,2,1,2,26,Medium Risk
27916,50000,2,1,2,27,Medium Risk
21221,200000,1,2,1,41,Medium Risk
21013,200000,1,3,2,43,Medium Risk
24346,200000,1,2,1,45,Medium Risk
26802,200000,1,1,1,30,Medium Risk
26077,90000,2,2,1,34,Medium Risk
29992,210000,1,2,1,34,Medium Risk
17904,50000,1,2,1,29,Medium Risk
22134,80000,2,1,2,22,Medium Risk
7789,200000,1,1,1,49,Medium Risk
13712,200000,1,1,1,30,Medium Risk
28852,220000,2,1,1,42,Medium Risk
26217,140000,2,2,2,30,Medium Risk
9903,60000,2,2,2,25,Medium Risk
12489,30000,1,1,1,36,Medium Risk
13390,340000,2,3,1,36,Medium Risk
26512,100000,2,3,1,55,Medium Risk
1957,220000,2,1,1,42,Medium Risk
9067,80000,2,3,2,27,Medium Risk
9195,460000,1,1,1,39,Medium Risk
27193,250000,1,1,2,32,Medium Risk
26588,70000,1,1,2,28,Medium Risk
27537,250000,1,1,1,51,Medium Risk
25054,500000,1,1,1,55,Medium Risk
6358,50000,2,1,1,40,Medium Risk
2909,100000,1,2,2,35,Medium Risk
6073,50000,2,2,1,30,Medium Risk
16854,80000,1,2,1,36,Medium Risk
14081,30000,1,2,2,24,Medium Risk
22725,100000,2,2,1,38,Medium Risk
14951,250000,1,1,1,51,Medium Risk
6045,500000,1,1,1,55,Medium Risk
23471,100000,2,1,2,31,Medium Risk
11075,260000,2,2,1,43,Medium Risk
12019,260000,1,2,1,64,Medium Risk
13744,260000,1,1,2,29,Medium Risk
